product_code,detail_desc
611030,Fine-knit trainer socks in fast-drying functional fabric with a slightly higher shaft at the heel for optimum comfort.
611338,"Sports tights in fast-drying, breathable, functional fabric with an elasticated waist."
611378,"Sports tights in fast-drying functional fabric with ventilating mesh panels on the legs, wide elastication at the waist and a concealed key pocket in the waistband."
611389,"Short sports shorts in fast-drying, breathable functional fabric with an elasticated drawstring waist, concealed side pockets and mesh side panels."
612778,Sports bra in fast-drying functional fabric with a racer back in ventilating mesh and a wide elasticated hem. Light support.
614208,"Lightweight jacket in woven fabric with a hood and a zip down the front. Side pockets, a zipped chest pocket and narrow elastication at the cuffs and hem. Partly lined in mesh."
614429,Fully lined sports bra in fast-drying functional fabric with crossover mesh shoulder straps and decorative straps at the back. Elasticated hem. Light support.
615248,Wide yoga top in fast-drying functional fabric with short cap sleeves and a back partially in mesh. Opening with ties at the back.
615503,Loose-fit sports vest top in fast-drying functional fabric with narrow shoulder straps and a racer back.
615514,"Sports bra in fast-drying functional fabric with decorative straps at the front and lined cups with removable inserts. Narrow, adjustable shoulder straps, a racer back with mesh detail and wide elastic at the hem. Light support."
616275,"Sports shorts in fast-drying, breathable functional fabric with elastication and a decorative drawstring at the waist. Layered over jersey inner leggings."
616697,Sports top in fast-drying functional fabric with an integral sports bra with an elasticated hem. Narrow shoulder straps and decorative straps at the back.
617279,"Outdoor jacket with light padding front and back in woven fabric, a lined hood and zip down the front. Zipped side pockets and long raglan sleeves with thumbholes at the cuffs. Lightly brushed thermal lining in the sleeves and side sections. Partly lined."
617280,"Outdoor trousers in slightly stretchy, fast-drying functional fabric with a hook and loop fastening and zip fly and press-stud. Side pockets, a zipped leg pocket, and tapered legs with seams at the knees for optimum comfort and mobility, and reinforced hems."
617281,"Lightweight outdoor jacket in fast-drying functional rustle fabric designed for running with a stand-up collar with an elastic drawstring at the top. Zip down the front, side pockets with a concealed zip, airholes under the arms and elasticated cuffs. Seam with an elastic drawstring at the back of the waist, reflective details and a gently rounded hem. Longer at the back. Unlined."
617284,Short running shorts in fast-drying functional fabric with an elasticated drawstring waist. Lined with short sports shorts.
617289,"Sports trousers in fast-drying functional fabric with an elasticated waist, zipped side pockets and tapered legs with cuffs and a zip at the hems."
617328,"Fitted outdoor shorts in stretch, fast-drying functional fabric with a zip fly, press-stud at the waist, and hook and loop safety fastener at the waistband. Zipped front pockets, a zipped leg pocket and a stretch panel at the crotch for optimum mobility and comfort."
617378,"Lightly padded, fitted gilet with sturdy jersey sections, a stand-up collar, zip down the front and side pockets with a concealed zip. Lined."
617502,"Fitted, padded jacket in water-repellent functional fabric with a stand-up collar with integral hood. Zip down the front, concealed side pockets with a zip, and elasticated ribbing at the cuffs. Lined."
617787,"Sports socks in fast-drying functional fabric with a ribbed, ankle-length shaft with a reflective print. Ribbed section over the foot for optimum fit and comfort."
617891,"Sports cap with a patterned peak, ventilating mesh back and moisture-absorbing terry band on the inside. Tab with an adjustable plastic fastener at the back. Reflective details."
618786,"Long-sleeved sports top in fast-drying functional fabric with a drawstring hood, dropped shoulders and ribbing at the cuffs and hem."
619502,Fine-knit trainer socks in fast-drying functional fabric with a ribbed section over the foot and a slightly higher shaft at the heel for optimum comfort.
619506,Fine-knit trainer socks in fast-drying functional fabric with elastication at the top and silicone on the inside of the heels for a better fit.
619720,Wide sports top in fast-drying functional fabric with a print motif on the front and short cap sleeves.
621888,Mesh sports bag with two handles. Size 15x40x43 cm.
622186,Sports vest top in fast-drying functional fabric with a racer back and mesh hem.
622211,"Sports vest top in fast-drying, breathable functional fabric with slits in the sides. Slightly longer at the back."
622213,Top in fast-drying functional fabric with ventilating mesh sections at the sides and down the sleeves and a hood with a wrapover front. Long raglan sleeves with ribbed cuffs and slits in the sides of the hem. Slightly longer at the back.
622446,"Sports trousers with an elasticated drawstring waist, side pockets and tapered legs with a print motif and ribbed hems."
622617,Short sports tights in fast-drying functional fabric with a wide waistband to hold in and shape the waist. Concealed key pocket in the waistband.
622618,Sports tights in fast-drying functional fabric with ventilating mesh sections and an elasticated waistband containing glittery threads. Concealed mesh key pocket in the waistband.
622619,"Block-patterned sports tights in fast-drying functional fabric with an elasticated waist, concealed key pocket in the waistband and zip at the hems."
622743,Ankle-length yoga tights in fast-drying functional fabric with ventilating mesh sections on the legs. Waistband with a concealed drawstring and a concealed key pocket.
622744,Sports tights in fast-drying functional fabric with wide elastication at the waist and jacquard-patterned details. Seamless.
622745,"Sports trousers in fast-drying, functional fabric with an elasticated drawstring waist, side pockets and a leg pocket with a taped zip. Tapered legs with wide ribbing at the hems."
623278,"Sports bra in fast-drying functional fabric with lined cups and a cut-out section at the front. Wider, adjustable shoulder straps that cross at the back and an elasticated hem. Light support."
623695,"Running top in fast-drying, breathable functional fabric with taped details and ventilating holes at the front of the sides. Long raglan sleeves with thumbholes at the cuffs, and reflective details."
623781,Short-sleeved sports tops in fast-drying functional fabric.
623784,Short-sleeved sports tops in fast-drying functional fabric.
623814,"Sports trousers in fast-drying fabric with an elasticated waist, pockets in the side seams, tapered legs and reflective details."
623860,"Sports jacket in fast-drying functional fabric with a mesh-lined hood and zip down the front. Long raglan sleeves, front pockets, and ribbing at the cuffs and hem. Unlined."
623864,"Sports jacket in fast-drying functional fabric with a mesh-lined hood and zip down the front. Long raglan sleeves, front pockets, and ribbing at the cuffs and hem. Unlined."
624224,Short sports tights in fast-drying functional fabric with a wide waistband to hold in and shape the waist. Concealed key pocket in the waistband.
624235,"Sports tights in fast-drying functional fabric with an elasticated waist, concealed key pocket in the waistband and zipped hems."
624250,Loose-fitting sports vest top in fast-drying jersey made from a viscose blend with a racer back. Cut-out section at the back and a rounded hem.
624253,Wide sports top in fast-drying slub jersey made from a viscose and modal blend with low dropped shoulders and short sleeves.
624299,"Long-sleeved sports jacket in sturdy jersey made from a cotton blend with a mesh-lined hood, zip down the front and front pockets. Print motif on the back and sleeves."
624304,"Long-sleeved sports jacket in sturdy jersey made from a cotton blend with a mesh-lined hood, zip down the front and front pockets. Print motif on the back and sleeves."
624309,"Sports trousers in sturdy jersey made from a cotton blend with an elasticated drawstring waist, print motif on one leg, pockets in the side seams and ribbed hems."
624310,"Sports trousers in sturdy jersey made from a cotton blend with an elasticated drawstring waist, print motif on one leg, pockets in the side seams and ribbed hems."
624311,"Running top in fast-drying functional fabric with a hood, high collar at the front and long sleeves with thumbholes at the cuffs. Thermal fleece inside."
624350,"Sports tights in jersey with a print motif, contrasting colour seams, visible elastic at the waist and a zip at the hems."
624351,"Sports tights in jersey with a print motif, contrasting colour seams, visible elastic at the waist and a zip at the hems."
624375,"Reversible, double-layered hats in fast-drying, breathable functional fabric with reflective details."
624408,"Sports top in fast-drying functional fabric with contrasting colour details. Stand-up collar, zip with a chin guard at the top and thumbholes at the cuffs."
624411,"Sports top in fast-drying functional fabric with contrasting colour details. Stand-up collar, zip with a chin guard at the top and thumbholes at the cuffs."
625227,"Jersey sports joggers with an elasticated waist, zip fly and press-stud, side pockets and tapered legs with seams at the back."
625311,"Sports bra in fast-drying functional fabric with jacquard-patterned details and lightly padded cups with removable inserts. Wide, adjustable shoulder straps that cross at the back and a wide hem. Light support. Seamless."
625316,Loose-fitting sports vest top in fast-drying jersey made from a viscose blend with a racer back. Cut-out section at the back and a rounded hem. The polyester content of the vest top is partly recycled.
625321,Fitted sports top in fast-drying functional fabric with short raglan sleeves. The polyester content of the top is partly recycled.
625405,"Jacket in soft fleece with contrasting colour details, a stand-up collar and mesh-lined hood. Zip down the front with a chin guard, and zipped front pockets. Unlined."
625409,"Trousers in soft fleece with contrasting colour details, an elasticated drawstring waist, side pockets and elasticated hems."
625416,"Sports top in fast-drying functional fabric with reflective print motifs and long, double sleeves in a contrasting colour. The top is made partly from recycled polyester."
625419,"Sports top in fast-drying functional fabric with reflective print motifs and long, double sleeves in a contrasting colour. The top is made partly from recycled polyester."
625420,Fleece-lined hats in jersey with reflective print motifs.
625431,"Set with a sweatshirt and joggers in fast-drying functional fabric. Block-coloured top with a print motif on the front and ribbing around the neckline, cuffs and hem. Trousers with an elasticated drawstring waist, side pockets, seams at the knees and ribbing at the hems."
625432,"Set with a sweatshirt and joggers in fast-drying functional fabric. Block-coloured top with a print motif on the front and ribbing around the neckline, cuffs and hem. Trousers with an elasticated drawstring waist, side pockets, seams at the knees and ribbing at the hems."
625435,"Sports top in printed, fast-drying functional fabric with reflective print motifs. Stand-up collar, mesh-lined hood, twisted seams at the front, jacquard-knit inside and long raglan sleeves with thumbholes at the cuffs. Narrow elastication around the hood, cuffs and hem. Longer at the back."
628586,Sports bra in fast-drying functional fabric with mesh details and lightly padded cups with removable inserts. Wide shoulder straps that cross at the back and a wide elasticated hem. Light support.
628593,"Outdoor jacket in fast-drying, functional rustle fabric with a drawstring hood, stand-up collar and zip down the front. Long sleeves with elasticated cuffs, side pockets with a press-stud and a ribbed, elasticated hem. Unlined."
629473,Sports vest top in fast-drying functional fabric with a racer back. Shorter mesh vest top with a print motif on the front layered over the top.
629474,"Sports top in fast-drying, breathable, functional fabric with a print motif front and back and short sleeves with a top layer in wide mesh."
629476,3/4-length sports tights in fast-drying functional fabric with an elasticated waist.
629477,3/4-length sports tights in fast-drying functional fabric with an elasticated waist.
629751,"Sports vest tops in soft, fast-drying functional fabric with a racer back and twisted seams."
629759,Sports tops in fast-drying functional fabric with a mesh racer back and elasticated hem. Lined at the front.
630116,Sports tights in fast-drying functional fabric with a wide waistband to hold in and shape the waist. Concealed key pocket in the waistband.
630141,Yoga tights in fast-drying functional fabric with a wide waistband to hold in and shape the waist. Key pocket in the waistband.
630144,3/4-length sports tights in fast-drying functional fabric with wide ribbing at the waist and a concealed key pocket in the waistband.
630145,"Running tights in fast-drying functional fabric with a wide waistband with a concealed drawstring, a zipped key pocket at the back and a zip at the hems. Reflective details."
631305,"Lightweight running jacket in windproof, water-repellent functional fabric with a zip down the front and zipped side pockets. Hood that can be rolled up and fastened into the back of the neck with a tab and press-stud, a loose yoke at the back and mesh back section. Drawstring hem and reflective details. Unlined."
631356,"Fitted sports vest top in fast-drying functional fabric with a contrasting colour integral sports bra. Bra with a double-layered front, elasticated hem and racer back."
632691,"Tights in fast-drying functional fabric with sections in a stretch weave. Elasticated drawstring waist, a zipped leg pocket and ventilating mesh sections at the back of the knees. Reflective details."
632764,"Scuba shorts with an elasticated drawstring waist, zipped side pockets and perforated panels down the sides of the legs.."
633377,Sports top in fast-drying functional fabric with long raglan sleeves and jacquard-knit details. Seamless.
633571,"Lightly padded popover jacket in woven fabric with sections in sturdy jersey. Lined, elasticated hood, stand-up collar and a zip and wind flap with press-studs at the top. Side pockets and wide ribbing with thumbholes at the cuffs."
633590,"Joggers in sturdy jersey made from a cotton blend with an elasticated drawstring waist, side pockets and tapered legs with seams at the back of the knees and ribbed hems."
633862,"Oversized, lightweight parka in windproof, water-repellent functional fabric with a drawstring hood and high stand-up collar. Dropped shoulders, long sleeves with elasticated cuffs, handwarmer pockets and flap front pockets with concealed press-studs. Drawstring at the waist and hem. Unlined."
633870,"Fitted running top in fast-drying, functional fabric with an elasticated hood, long raglan sleeves with thumbholes, reflective details and a gently rounded hem. Slightly longer at the back."
633929,"Plastic water bottle with a non-drip, push-button lid and a practical carry strap at the top. Capacity 600 ml."
633930,"Narrow waist bag designed for running with a small but stretchy zipped compartment, an adjustable elastic strap with a plastic fastener, and reflective details. Compartment dimensions when empty 5x19.5 cm, when stretched approx. 9x19.5 cm."
633932,Sports bag in fast-drying functional fabric and mesh with two handles at the top and a zipped inner compartment. Lined. Size 40x40x15 cm.
633933,Plastic water bottle with a handle and a non-drip lid with a straw.
633935,Headband in fast-drying functional fabric with a reflective print. Width 8.5 cm.
634009,Loose-fitting sports vest top in fast-drying functional fabric with mesh shoulder straps and a narrow racer back with elastic straps.
634015,"Loose-fitting sports vest top in soft, fast-drying functional fabric. Slightly longer at the back."
634020,"Padded gilet in windproof, water repellent functional fabric with a stand-up collar, zip down the front, zipped side pockets and a zipped inner pocket. Polyester filling. Lined."
634021,"Fully lined sports bra in fast-drying functional fabric with jacquard-knit details, a racer back and elasticated hem. Light support. Seamless."
634320,"Sports bra in fast-drying functional fabric with lined cups with removable inserts, narrow, adjustable shoulder straps and a racer back with a ventilating mesh detail. Wide elastication at the hem. Medium support."
634321,Running top in fast-drying functional fabric with a high collar and long sleeves with thumbholes at the cuffs.
634411,"Sports top in fast-drying functional fabric with short sleeves, a mesh yoke at the top and a rounded hem."
635838,"Ankle-length yoga tights in fast-drying functional fabric with wide ribbing at the top that holds in and shapes the waist. Concealed key pocket in the waistband and legs with sheer, shimmering sections."
635839,3/4-length running tights in fast-drying functional fabric with elastication and a concealed drawstring at the waist. Concealed key pocket in the waistband and ventilating mesh sections on the legs.
636172,Sports tights in fast-drying functional fabric with a wide waistband to hold in and shape the waist. Concealed key pocket in the waistband and a print motif down the legs.
636238,"Sports bra in fast-drying functional fabric with padded cups, wide, lightly padded, adjustable shoulder straps that cross at the back and an elasticated hem with hook-and-eye fasteners at the back. Extra firm support."
636351,Sports vest top in fast-drying jersey made from a modal and cotton blend with a print motif on the front and slits in the sides. Slightly longer at the back.
636355,Running vest top in fast-drying functional fabric with mesh sections and a racer back. Slightly longer with a rounded hem at the back.
636407,"Loose-fitting sports vest top in fast-drying functional fabric with an integral sports bra and a racer back. Sports bra with a double layer of fabric at the front, elasticated hem and opening at the back with crossover straps."
637377,"Shell jacket in wind- and waterproof, breathable functional fabric with taped seams and waterproof zips. Hood with an elasticated drawstring and small peak, a stand-up collar and zip down the front with a chin guard. Zipped side pockets, a hook and loop tab at the cuffs and an elasticated drawstring at the hem. Unlined. The jacket has a water-repellent coating without fluorocarbons."
637378,"Shell trousers in wind- and waterproof, breathable functional fabric with taped seams and waterproof zips. Adjustable hook and loop tabs at the sides, a zip fly with press-studs, and a waterproof, zipped leg pocket. Shaped legs with seams at the knees for optimum mobility and a zip and adjustable tab with press-studs at the hems. Unlined. The trousers have a water-repellent coating without fluorocarbons."
637820,Sports trousers in fast-drying functional fabric in a slim fit at the top. Wide waistband with a concealed key pocket and straight legs with drawstring hems.
638136,"Fitted jumpsuit with a V-neck, narrow adjustable shoulder straps, a seam at the waist and print motif on the legs."
638899,Sports tights in fast-drying functional fabric with ribbing at the waist and a concealed key pocket in the waistband.
638971,"Fitted sports vest top in fast-drying, functional fabric with ribbed sections at the sides, jacquard-patterned details and a racer back. Seamless."
639407,"Sports jacket in fast-drying functional fabric with a hood, zip down the front, front pockets, and thumbholes at the cuffs."
640317,Sports tights in fast-drying functional fabric with a waistband.
640465,Sports tights in fast-drying functional fabric with wide ribbing at the waist.
640497,Fully lined sports top in fast-drying functional fabric with a crossover straps at the back and an elasticated hem.
640498,"Short, wide sports top in printed, fast-drying functional fabric layered over a vest top with a racer back."
640552,"Sports bra in fast-drying functional fabric with lined cups with removable inserts, narrow, double shoulder straps and a racer back in ventilating mesh. Wide elastication at the hem. Medium support."
640563,"Sports jacket in fast-drying functional fabric with a hood, small stand-up collar and zip down the front."
641843,Padded jacket in woven fabric with seamless quilting to provide extra protection from cold air. Lined hood with an elasticated drawstring and a zip with a chin guard. Zipped front pockets and one zipped inner pocket. Concealed elastic drawstring at the hem. Lined.
641874,"Jacket in soft, thermal fleece with a stand-up collar, zip down the front, zipped side pockets and long raglan sleeves with ribbed cuffs. Unlined."
641883,"Padded ski jacket in windproof, water-repellent functional fabric. Lined hood with a peak and an elastic drawstring front and back. Zip down the front, a zipped chest pocket, flap front pockets with a hook and loop fastener and a zipped lift pass pocket on one sleeve. Snow flap with reinforced elastication and press-studs at the waist, an adjustable hook and loop tab and inner ribbing with thumbholes at the cuffs, and an elastic drawstring at the hem. Lined. The jacket has a water-repellent coating without fluorocarbons."
643199,Sports vest top in fast-drying functional fabric with ventilating mesh at the back. The polyester content of the top is partly recycled.
643493,Sports bag that can be worn as a backpack in a patterned weave with two handles at the top and narrow adjustable shoulder straps. One large outer compartment with a plastic fastener and two smaller outer compartments. Size 39x50 cm.
645023,Sports tights in fast-drying functional fabric with wide ribbing at the waist.
645103,"Sports trousers in fast-drying functional fabric with a wide, drawstring waistband and cuffed hems."
645325,Fine-knit sports socks in fast-drying functional fabric with a ribbed shaft and ribbed section over the foot.
645620,Short-sleeved sports tops in fast-drying functional fabric.
645942,"Sports armband with a touchscreen window for smartphones, adjustable hook and loop fastening and earphone outlet at the bottom. Fits smartphones up to 7x14 cm."
645952,"Padded ski mittens in windproof, water-repellent functional fabric with reinforced palms for a firmer grip. Imitation suede section at the thumbs, and ribbing and an adjustable hook and loop fastening at the top."
645953,Tube scarf in soft thermal fleece.
645965,Headband in thermal fleece. Width 8.5 cm.
645968,"Water bottle in glass with a silicone grip, metal screw top and fabric strap. Capacity 400 ml."
645969,"Fully lined swimsuit in sturdy, fast-drying functional fabric. Low-cut back with horizontal straps."
645970,"Bikini top in sturdy, fast-drying functional fabric with lightly padded triangular cups that provide good support. Wide shoulder straps that cross at the back and a plastic fastener at the back."
645971,"Fully lined bikini bottoms in sturdy, fast-drying functional fabric with an elasticated waist."
645988,Hat in fast-drying functional fabric made partly from recycled polyester.
646243,Sports tights in fast-drying functional fabric with a wide waistband to hold in and shape the waist. Concealed key pocket in the waistband.
646429,Sports tights in fast-drying functional fabric with wide ribbing to hold in and shape the waist. Concealed key pocket in the waistband. The polyester content of the tights is partly recycled.
647060,Sports vest top in fast-drying functional fabric with a racer back. Seamless.
647303,Sports top in fast-drying functional fabric with a print motif on the front and short cap sleeves.
647751,"Short, V-neck yoga top in fast-drying functional fabric with long sleeves and a wrapover and open section at the back. Long ties at the hem."
647754,"Yoga top in fast-drying functional fabric with a high, drawstring collar, dropped shoulders, 3/4-length sleeves and a drawstring with a fastener at the hem."
647756,"Sports vest top in a double layer of soft, fast-drying functional fabric with a racer back."
647758,"Fitted, ankle-length jumpsuit in fast-drying functional fabric with mesh shoulder straps that cross at the back, a seam at the waist and cut-out sections at the back. The jumpsuit is made partly from recycled polyester."
647770,"Fitted sports vest top in fast-drying functional fabric with an integral sports bra and a racer back. Sports bra with a double layer of fabric at the front, elasticated hem and opening at the back with crossover straps."
648026,Printed jersey sports shorts in a sturdy cotton blend with an elasticated drawstring waist and slightly lower crotch. Discreet side pockets and flap cargo pockets.
648464,"Jersey tube scarf with a text print and fleece lining. Length 34 cm, circumference 50 cm."
648998,"Sports vest top in fast-drying functional fabric with deep armholes and wrapover slits in the sides. Integral sports bra with a racer back, narrow, crossover shoulder straps and an elasticated hem."
649521,Soft running gloves with a moisture-absorbing terry section on the thumbs and cuffs at the top. The tops of the thumb and index finger are made from touchscreen-compatible material. Unlined.
650054,"Long-sleeved sports top in printed cotton jersey with side panels, ventilation holes in the armpits and slits at the sides of the hem. Slightly longer at the back."
650759,Sports tights in fast-drying functional fabric with ribbing at the waist.
650891,"Running trousers in fast-drying functional fabric with elastication and a concealed drawstring at the waist. Mesh-lined, zipped side pockets, jersey sections at the hems, and reflective details."
651025,"Windproof jacket in water-repellent, functional fabric with a  hood with a peak and a fleece-lined collar, and an adjustable drawstring at the front and top. Taped zip down the front, chest pockets with a taped zip, zipped side pockets, a discreet back pocket with a zip and an inner pocket in mesh. Long raglan sleeves with an adjustable hook and loop tab at the cuffs, a drawstring at the hem, tape-trimmed inner seams, and reflective details."
651034,"Lightweight jacket in woven fabric with jersey sections front, back and on the sleeves and a mesh-lined hood. Ventilating mesh sections at the sides and underside of the sleeves, zip down the front and zipped side pockets. Partly lined in fleece."
651548,Elastic bracelet with a reflective print.
651754,"Sports vest top in soft, fast-drying functional fabric with a racer back and twisted side seams."
651756,Short sports tights in fast-drying functional fabric with a wide waistband.
653275,Short-sleeved sports top in fast-drying functional fabric. Some of the polyester content of the top is recycled.
653706,Short-sleeved sports top in fast-drying functional fabric.
653716,"Knee-length sports shorts in fast-drying functional fabric with elastication and a concealed drawstring at the waist, and a key pocket in the waistband. Unlined."
654911,"Running top in fast-drying, breathable functional fabric with a back in ventilating mesh and reflective details. Stand-up collar with a zip at the top and short raglan sleeves with sections in ventilating mesh. Rounded and slightly longer at the back."
655347,Fitted sports vest top in fast-drying functional fabric with a racer back. The polyester content of the top is partly recycled.
655560,"Short, wide, sports top in printed, fast-drying mesh layered over a vest top with a racer back."
656334,"Gym set. Metal padlock with a combination lock. Towel in fast-drying microfibre with a practical eyelet. Elasticated latex bands for resistance training, stretching or rehabilitation. The bands have different levels of resistance depending on their colour. Light green has light resistance (6.6 kg 100% stretched, 14.97 kg 200% stretched), grey has medium resistance (6.24 kg 100% stretched, 18.28 kg 200% stretched) and black has heavy resistance (6.62 kg 100% stretched, 19.05 kg 200% stretched). Size 5x60 cm. Size of towel 30x60 cm."
656649,Sports tights in fast-drying functional fabric with an elasticated waist and jacquard-patterned details. The tights are designed with the minimum number of seams for a more comfortable fit and increased mobility.
656930,"Shorter, hooded top in lightweight, printed sweatshirt fabric in a relaxed fit with low dropped shoulders and ribbed cuffs. Slightly longer at the back."
657099,"Sports bra in fast-drying, jacquard-patterned, functional fabric with a wide, elasticated hem. Seamless. Light support."
657116,"Jacket in fast-drying functional fabric with a drawstring hood, zip down the front and pockets in the side seams. Dropped shoulders and long sleeves with gathered seams and ribbed cuffs. Soft brushed inside."
657118,"Short, wide, sports top in printed, fast-drying mesh layered over a vest top with a racer back."
657125,"Long-sleeved sports top in fast-drying functional fabric with raglan sleeves, contrasting colour seams and reflective details."
657126,Sports jacket in fleece with a hood and zip down the front.
657257,"Sports top in fast-drying functional fabric with a print motif on the front, short raglan sleeves and twisted side seams."
658163,"Short-sleeved sports top in patterned, fast-drying, breathable functional fabric with ventilating mesh side panels. Rounded and slightly longer at the back."
658183,"Wide sports top in fast-drying functional fabric with mesh sections, a hood, short cap sleeves and a drawstring at the hem."
658321,Short-sleeved sports top in fast-drying functional fabric with a gently rounded hem.
659285,"Running popover jacket in water-repellent functional fabric with reflective details. Hood with a narrow elasticated edge, a stand-up collar and zip at the top. Seam above the waist with a narrow, loose yoke, long raglan sleeves with narrow elasticated cuffs, and a rounded hem with an elastic drawstring. Slightly longer at the back. Partly lined in mesh at the top."
659324,Headband in fast-drying fabric with reflective details.
659848,"Sleeveless, V-neck jumpsuit in fast-drying functional fabric with details in ventilating mesh. Low cut with horizontal straps at the back, and ankle-length legs."
659851,Short yoga top in fast-drying functional fabric with long sleeves and thumbholes at the cuffs.
659884,"Ankle-length running tights in fast-drying functional fabric with a concealed drawstring waist with a concealed key pocket, legs with ventilating mesh sections and a zip at the hems. The tights are made partly from recycled polyester."
660050,"Sports jacket in water-repellent functional fabric with an unlined drawstring hood and long raglan sleeves. Zip down the front, zipped side pockets and elastication at the cuffs and hem. Lined. The jacket has a water-repellent coating without fluorocarbons."
660367,"Fitted running top in fast-drying, functional fabric with an elasticated hood and a zip at the top. Long raglan sleeves, a small zipped pocket at the back, reflective details and a gently rounded hem. Slightly longer at the back. Soft brushed inside."
661192,Leg warmers in a soft rib knit with a hole for the heel.
661399,"Sports bra in fast-drying functional fabric with a mesh racer back, lightly padded cups with removable inserts and a wide elasticated hem. Extra firm support."
661408,"Long-sleeved, fitted running top in fast-drying functional fabric with ventilating mesh sections and a gently rounded hem. Slightly longer at the back. The polyester content of the top is partly recycled."
661417,"Sports vest top in fast-drying functional fabric with an integral sports bra. Vest top with deep armholes and an opening at the back. Sports bra with a double layer of fabric at the front, a racer back and an elasticated hem."
661560,"Knee-high, jacquard-knit sports socks in fast -drying functional fabric with elasticated tops."
661712,"Running top in fast-drying, breathable functional fabric with a stand-up collar, zip at the top and reflective details. Ventilating mesh panel down the back, a zipped back pocket and long raglan sleeves with thumbholes at the cuffs. Rounded and slightly longer at the back."
661735,"Running jacket in fast-drying, breathable functional fabric with reflective details and a brushed thermal inside. Hood with an elasticated drawstring, stand-up collar, zip down the front, side pockets with a concealed zip, and a zipped key pocket at the back. Ventilating holes under the arms and narrow elastication at the cuffs. Size of key pocket 11x18 cm."
661853,Sports top in sturdy jersey with a flock print on the front and long sleeves with thumbholes at the cuffs. Longer and rounded at the front.
661861,"Fitted sports vest top in fast-drying, jacquard-patterned, functional fabric with a wide racer back. Seamless."
662335,Short-sleeved running top in fast-drying functional fabric with ventilating mesh sections. Rounded and slightly longer at the back. The polyester content of the top is partly recycled.
662338,"Fitted gilet in fast-drying, breathable thermal fleece with a hood and stand-up collar. Zip down the front and mesh-lined side pockets with a zip. Unlined."
662441,Sports bra in fast-drying functional fabric with mesh details and lightly padded cups with removable inserts. Wide shoulder straps that cross at the back and a wide elasticated hem. Light support.
663581,"Sports shorts in fast-drying, breathable functional fabric with elastication and a concealed drawstring at the waist and side pockets. Unlined."
664020,Sports tights in fast-drying functional fabric with a waistband and half-elasticated hems.
664533,"Base layer top in fast-drying, jacquard-patterned, functional fabric with long sleeves and ribbed cuffs. Seamless."
664534,Base layer tights in fast-drying functional fabric with jacquard-patterned details and ribbing at the waist and hems. Seamless.
664622,"Running top in fast-drying, breathable functional fabric with jacquard-patterned sections and reflective details. Hood and zip at the top, and long raglan sleeves with thumbholes at the cuffs. Seamless."
665201,"Short sports shorts in fast-drying functional fabric with an elasticated drawstring waist, mesh key pocket in the waistband and short slits at the hems. The polyester content of the shorts is partly recycled."
665224,Hairband in fast-drying functional fabric with wide elastic at the back.
665417,Lightweight running cap in breathable functional fabric with ventilating mesh sections and an adjustable hook and loop tab at the back. Reflective details.
666581,"Sports bra in fast-drying functional fabric with lightly padded cups with removable inserts, wide shoulder straps and a mesh racer back. Elastic hem and a fastening at the back. Light support."
666656,"Fully lined sports swimsuit in a narrow cut at the top with a visible zip and long tab at the back for easy zipping and unzipping, and high-cut legs."
667146,Sports tights in fast-drying functional fabric with wide ribbing to hold in and shape the waist. Concealed key pocket in the waistband.
667161,Wide sports top in fast-drying functional fabric with short cap sleeves.
667216,Sports top in fast-drying sweatshirt fabric with half-length raglan sleeves and a raw-edge hem. Slightly longer and rounded at the back.
668146,"Sports top in sturdy jersey made from a cotton blend with a zip at the top and a mesh-lined hood with an elastic drawstring. Long raglan sleeves, a kangaroo pocket and wide ribbing at the cuffs and hem."
669993,"Sports shorts in fast-drying, breathable functional fabric with an elasticated drawstring waist and zipped side pockets. Unlined."
671540,"Backpack in nylon with a roll-top opening with an adjustable tab and plastic fastener. Handle at the top, adjustable, padded shoulder straps and a padded back plate in mesh. Lined. Size 14x27x46 cm."
671579,Base layer tights in a soft wool blend with an elasticated waist.
672248,Long-sleeved base layer top in a soft wool blend with elastication at the neckline and cuffs. Slightly longer at the back.
675465,"Padded jacket in windproof and water-repellent functional fabric. Hood with an elasticated drawstring, a high collar and a zip down the front. Zipped side pockets, a zipped inner pocket and an elasticated drawstring at the hem. Partly lined."
675649,Oversized top in sweatshirt fabric with long sleeves and a drawstring hood. Front vents with a print motif. Soft brushed inside.
676859,"Jacket in soft pile with a mesh-lined drawstring hood, stand-up collar and zip down the front. Side pockets, sections in woven fabric on the underside of the sleeves and down the sides, and ribbed cuffs."
677478,Fine-knit trainer socks in fast-drying functional fabric with a slightly higher shaft at the heel for optimum comfort.
677482,Water bottle in soft plastic with a print motif and sports cap.
677486,Wide headband in fast-drying functional fabric with reflective details. Width 9 cm. The headband is made partly from recycled polyester.
677488,Hat in fast-drying functional fabric made partly from recycled polyester.
677672,"Running gloves with uppers in windproof, functional fabric, narrow elastication at the top and palms in fast-drying functional fabric. The tops of the thumb and index finger are made from touchscreen-compatible material. Soft, thermal lining."
678125,"Jacket in soft pile with a stand-up collar and fleece-lined hood with an elasticated drawstring. Zip down the front, a zipped chest pocket, zipped side pockets and narrow elasticated ribbing at the cuffs and hem. Soft fleece inside."
678686,"Fitted jacket in fast-drying, thermal fleece with a drawstring hood and zip down the front. Mesh-lined side pockets with a zip, and thumbholes at the cuffs."
