product_code,detail_desc
624134,"Sleeveless blouse in airy weave with a collar, buttons down the front and chest pocket. Yoke at the back, and tie-front hem. Longer at the back."
624140,"Long shirt in an airy cotton weave with a collar and buttons down the front, long sleeves with buttoned cuffs, and a rounded hem with slits in the sides. Slightly longer at the back."
624486,"Short, fitted top in ribbed cotton jersey with short sleeves."
624653,Jacket in soft faux fur with concealed hook-and-eye fasteners at the front and pockets in the side seams. Lined.
624723,"Cropped, off-the-shoulder top in jersey with a sheen. Ties and a double flounce at the top, long sleeves and overlocked edges at the neckline, cuffs and hem."
624797,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and button, and skinny legs with hard-worn details and quilted sections."
625103,"Long-sleeved dress in burnout-patterned jersey with a round neck, visible seams front and back and an asymmetric, raw-edge hem. Unlined."
625115,"Short skirt woven in a crinkled viscose blend with a regular waist and detachable belt with a metal buckle. Concealed zip in one side, fake zipped front pockets and a seam at the hem with a two flounces, one with small decorative metal eyelets. Unlined."
625116,"Sleeveless dress in a crinkled viscose and nylon weave. Deep V-neck with lacing, and a frill-trimmed seam at the waist. Unlined."
625191,"Joggers in a rustle weave with an elasticated waist, contrasting colour stripes down the sides with appliqués on one side and an elastic drawstring at the hems."
625204,"Off-the-shoulder shirt in a patterned cotton weave with narrow, adjustable shoulder straps and an extended, dropped collar. Buttons down the front, long sleeves with buttoned cuffs and a rounded hem."
625206,"V-neck blouse in a patterned viscose weave with a drawstring and decorative gathers at the front. Short, frill-trimmed sleeves and a seam at the hem with a flounce that is slightly shorter at the front."
625268,"Long-sleeved, cold shoulder jumper in a soft knit containing some wool. Ribbed V-neck front and back and trashed ribbing at the cuffs and hem."
625565,Jacquard-knit socks in a soft cotton blend in various designs with elasticated tops.
625613,"Knee-length dress in airy mesh with beaded appliqués, short sleeves with a frill trim and a seam with a double frill trim at the hem. Jersey underdress."
625618,"V-neck jumpsuit in airy crêpe fabric with a sewn-in wrapover and seam at the waist with a detachable tie belt. Short sleeves with a decorative tie at the cuffs and wide, ankle-length legs."
625635,"Oversized shirt in a patterned cotton weave with a collar, buttons down the front and low dropped shoulders. Long sleeves with a tab and button, and a rounded hem. Longer at the back."
625768,Short 5-pocket skirt in washed stretch denim with a zip fly and button.
625927,"Short top in lightweight sweatshirt fabric with a wide neckline, dropped shoulders, long sleeves with ribbed cuffs and a straight-cut hem."
625939,T-shirt in soft jersey made from a viscose blend.
626097,"Short dress in a patterned viscose weave with a V-neck and buttons down the front. Short puff sleeves trimmed with a decorative bow, a seam at the waist and a gently bell-shaped skirt. Unlined."
626168,"Long, wrapover skirt in a crêpe weave with a press-stud fastening at the waist, tie at the hips and flounced hem. Unlined."
626191,"Straight-cut blouse in a viscose weave with a lace yoke at the top and scalloped trim around the neckline. Short, flounced sleeves with inset lace trims."
626270,"Short, V-neck dress in a viscose weave with short cap sleeves, a visible seam down the back and an asymmetric hem. Unlined."
626523,"Slightly shorter top in patterned jersey with gently dropped shoulders and long, wide sleeves."
626581,"5-pocket jeans in washed stretch denim with worn details, a regular waist, zip fly and button, and skinny legs."
626593,"Shirt dress in a viscose weave with a narrow collar, button placket, gathered seam at the shoulders and long sleeves with narrow, buttoned cuffs. Seam at the waist with a concealed zip in the side. Unlined."
626662,"Short A-line skirt in imitation suede with decorative lacing at the front, side pockets and a concealed zip at the back. Unlined."
627101,Short dress in ribbed cotton jersey with short sleeves.
627107,Short dress in cotton jersey with ribbing around the neckline and short cap sleeves. Unlined.
627211,"Hooded cardigan in a soft, textured knit with a roll-edge hem and no buttons."
627291,"Calf-length dress in tulle with shoulder straps and a beaded bodice. Concealed zip in one side, seam at the waist with a small frill trim and a skirt with beaded and sequined embroidery. Jersey lining."
627296,"Short, lace dress with a V-neck and inset hemstitched trims at the top. Narrow, adjustable shoulder straps, a concealed zip in one side and a seam with a wide flounce at the hem. Lined."
627302,"Short V-neck dress in airy chiffon with short, flounced sleeves and an opening with a button at the back of the neck. Elasticated seam at the waist and an asymmetric skirt with billowing flounces. Lined."
627339,"Cold shoulder blouse in a viscose weave with a V-neck, narrow, adjustable shoulder straps and long, straight sleeves."
627342,"Playsuit in a viscose weave with a V-neck, lacing at the top, and an opening with a button at the back of the neck. Short dolman sleeves, an elasticated seam at the waist and short, wide legs. Unlined."
627379,"Block-coloured jumper in a soft rib knit with low dropped shoulders, balloon sleeves with narrow cuffs and ribbing around the neckline, cuffs and hem."
627407,"Short, wide top in sweatshirt fabric with ribbing around the neckline and a double-layered hood with ties at the front. Long sleeves, an inner kangaroo pocket and ribbing at the cuffs and hem."
627472,"Cardigan in a soft, fine, airy knit with dropped shoulders, 3/4-length kimono sleeves and a detachable tie belt at the waist. No buttons."
627667,"Outdoor jacket in a rustle weave with a mesh-lined, drawstring hood. Zip down the front, elasticated cuffs and an elastic drawstring at the hem. Partly lined in mesh."
628469,"Blouse in an airy, patterned viscose weave with an opening and button at the back of the neck and short sleeves."
628535,"Short dress in a viscose weave with a V-neck and ties at the front, narrow, adjustable shoulder straps and elasticated seam at the waist. Unlined."
628568,"Padded, gently fitted jacket in woven fabric with a lined, faux fur-trimmed hood, zip down the front and elastic drawstring at the waist. Handwarmer pockets with a press-stud, discreet side pockets and inner ribbing at the cuffs. Slightly longer at the back. Lined. Polyester filling."
628718,"Long jacket in a rustle weave with a small stand-up collar and detachable, double-layered hood with ties at the front. Zip down the front, a wind flap with press-studs at the top and hem, front pockets and a loose yoke at the back. Long sleeves with wide elastication at the cuffs and a drawstring at the hem. Lined."
628720,"Striped dress in an airy viscose weave with a collar, gentle V-neck and buttons at the front. Dropped shoulders, short sleeves, an open chest pocket and slits in the sides. Detachable tie belt at the waist. Unlined."
628722,"Short, wide dress in soft cotton jersey with a ribbed collar and press-studs at the top. Dropped shoulders, short wide sleeves and large patch front pockets."
628724,Oversized gilet in cotton twill with a zip down the front and flap chest and front pockets. Deep armholes and a yoke with a loop at the back.
628737,"Straight, wide shirt in a patterned organic cotton weave with a resort collar, chest pocket and buttons down the front. Dropped shoulders and short sleeves."
628743,"Short shorts in woven fabric with an elasticated drawstring waist, side pockets, back pockets and short slits in the hems."
628744,"Short, high-waisted skirt in washed denim with a metal carabiner hook at the top and zip fly with a button. Side pockets, back pockets, an asymmetric hem and short slit at the back."
628745,"Shorts in a patterned organic cotton weave with an elasticated waist, side pockets and welt back pockets."
628917,Short vest top in a crinkled viscose weave with a lace detail. V-neck with a wrapover front and an elasticated hem.
628920,"V-neck blouse in airy cotton with a collar, long sleeves with buttoned cuffs and a rounded hem. Slightly longer at the back."
628921,"Sleeveless top in a crinkled viscose weave in a narrow cut with gathers at the top and short, narrow shoulder straps. Lace trim around the armholes."
628924,"Short, off-the-shoulder blouse in a cotton weave with broderie anglaise. Short sleeves with smocked trims and smocking at the top and hem. Unlined."
628926,Sleeveless top in a textured viscose weave with a low-cut back that has a tie detail at the bottom. Seam and a flounce at the hem. Unlined.
628927,"Off-the-shoulder blouse in a patterned viscose crêpe weave with an opening and ties at the front, an elasticated flounce at the top and hem and long trumpet sleeves."
628928,"Blouse in a patterned viscose weave with a V-neck, buttons down the front, short, wide sleeves and a tie detail at the hem. Unlined."
628930,"Blouse in an airy patterned viscose weave with a round neck, buttons down the back and long sleeves with elastication and a flounce at the cuffs."
629349,"Short, collarless jacket in faux fur with concealed hook-and-eye fasteners and pockets in the side seams. Lined."
629679,"Playsuit in patterned jersey with a wrapover top and short sleeves. Deep V-neck at the back with ties at the top, a seam at the waist and short, wide legs."
629692,"Short, sleeveless dress in airy chiffon with a round neck, elasticated seam at the waist and wrapover back with a cut-out section. Lined."
629982,Cropped top in a soft rib knit with wide shoulder straps and a wide flounce at the top.
630391,"Cold shoulder blouse in an airy viscose weave with narrow, adjustable shoulder straps and buttons down the front. Long sleeves with a small frill trim, drawstring at the top and button at the cuffs. Unlined."
630450,"5-pocket, low-rise jeans in washed stretch denim with hard-worn details, a zip fly and button, and tapered legs."
630532,"Blouse in an airy, crinkled viscose weave with embroidered flowers, a V-neck and ties, 3/4-length trumpet sleeves and a gently rounded hem."
630646,"Off-the-shoulder blouse in an airy, patterned viscose weave with short sleeves, elastication at the top and slits with ties at the sides. Unlined."
630653,"Cropped top in a soft, patterned viscose weave with a V-neck, narrow, adjustable shoulder straps and smocking and a tie detail at the back. Partly lined."
630656,"Blouse in a viscose crêpe weave with embroidery. V-neck with a sewn-in wrapover at the front, an elasticated seam and decorative drawstring at the waist, long sleeves with elastication at the cuffs, and a flounced hem. Unlined."
630672,"Long-sleeved blouse in a patterned weave with a V-neck, lace details at the front, and smocking and a flounce at the cuffs and hem. Unlined."
630696,"Short blouse in a crêpe weave with a cut-out section at the front, an opening with a button at the back of the neck and long sleeves.Draped tie detail at the hem and elastication at the back of the hem."
630701,Blouse in a crêpe weave with a V-neck front and back with ties at the back of the neck and long trumpet sleeves.
630710,"Top in sweatshirt fabric with dropped shoulders, long, wide sleeves and ribbing around the neckline, cuffs and hem."
630714,Long-sleeved blouse in woven fabric with a small stand-up collar and an opening with a button at the back of the neck. Smocked seam and a frill at the cuffs and hem.
631059,"Jacquard-weave top with a V-neck and narrow, adjustable shoulder straps."
631121,"Short V-neck blouse in a soft weave with buttons down the front, long sleeves and a tie at the hem."
631480,Elasticated velour scrunchies.
631590,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and button, and legs that flare at the hem."
631591,"Ankle-length, 5-pocket jeans in washed denim with a high waist, zip fly and button and kick-flare legs."
631649,"Cheeky briefs in microfibre and lace with a low waist, wide sides and high cut at the back."
631735,"Short dungaree dress in washed denim with adjustable straps, buttons right down the front and front pockets."
631741,"Short dungaree dress in cotton corduroy with adjustable straps with a metal fastener, a chest pocket, fake front pockets and concealed zip in one side."
631833,"Short skirt in a sturdy weave with pleats and narrow, contrasting colour trims at the hem. Press-stud and concealed zip at one side. Unlined."
631837,"Wide top in lightweight sweatshirt fabric with a lined drawstring hood and kangaroo pocket. Low dropped shoulders, long sleeves, and ribbing at the cuffs and hem."
631848,"Short, pleated skirt in woven fabric with a concealed zip and press-stud at one side. Unlined."
631897,"Calf-length skirt in a soft, patterned viscose weave with a high waist, buttons down the front and slits in the sides. Unlined."
631932,Short shorts in a patterned viscose crêpe weave with smocking at the waist and lace-trimmed hems.
631979,"Short dress in airy, patterned jersey with a V-neck and sewn-in wrapover at the front and short, elasticated, gathered sleeves. Seam at the waist and a gently flared skirt with an asymmetric flounce at the front and flounced hem."
632020,"Lace thong briefs with a low waist, lined gusset,wide sides and string back."
632067,"Ankle-length, 5-pocket trousers in stretch twill with a zip fly and button and straight legs with broderie anglaise and a scalloped trim at the hem."
632143,Short skirt with a zip in one side and an adjustable belt with a metal fastener at the waist. Lined.
632362,Vest top in jersey crêpe with scalloped edges.
632534,"Cheeky briefs in microfibre with a lace back section, low waist, lined gusset, wide sides and high cut at the back."
632665,"Top in a soft, fine knit with lace shoulder sections and short lace sleeves with scalloped trims."
632873,"Short-sleeved blouse in lace with raw, scalloped edges and buttons down the back. Unlined."
633130,"Top in lightweight, printed sweatshirt fabric with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
633131,"Top in cotton sweatshirt fabric with dropped shoulders, long sleeves with ribbed cuffs and a ribbed hem. Lined drawstring hood with a wrapover front. Brushed inside."
633133,"Short top in lightweight, printed sweatshirt fabric with ribbing around the neckline and cuffs."
633135,"Top in sweatshirt fabric with dropped shoulders, long, wide sleeves and ribbing around the neckline, cuffs and hem. Soft brushed inside."
633136,"Short top in printed sweatshirt fabric with a jersey-lined drawstring hood, dropped shoulders, long sleeves and ribbing at the cuffs and hem."
633148,Captain’s cap with a band at the front. Lined.
633150,Small shoulder bag in grained imitation leather with a zip at the top and narrow adjustable shoulder strap with carabiner hooks at each end. One outer compartment with an imitation suede flap and magnetic fastener. Lined. Size 18x23 cm.
633152,Shopper in grained imitation leather with imitation suede inside and two handles at the top. Unlined. Size 16x28x38 cm.
633153,"Small bag in imitation suede and imitation leather with a narrow, adjustable shoulder strap and zip at the top. Lined. Size approx. 18.5x23.5 cm."
633285,"5-pocket jeans in washed stretch denim with hard-worn details in a slightly looser fit. Regular waist, slightly lower crotch, zip fly and button and tapered legs."
633426,"Short jacket in woven fabric with a stand-up collar, unlined drawstring hood and a zip at the top. Yoke, front pockets with a press-stud, and elastication at the hem and cuffs. Lined."
633452,"Biker jacket in imitation suede with a faux fur collar, diagonal zip at the front, zipped side pockets, and a tab and press-stud at the sides of the hem. Faux fur lining."
633456,"Gently tailored, double-breasted pea coat in felted fabric with notch lapels and welt side pockets. Lined."
633529,"Top in a crinkled, printed viscose weave with a V-neck, lacing at the front and narrow adjustable shoulder straps."
633781,T-shirt in soft viscose jersey with a motif on the front.
633808,"Short, wide T-shirt in printed jersey."
633965,Fitted T-shirt in ribbed jersey with a square neckline.
633966,"T-shirt in soft jersey made from a viscose and cotton blend with cut-out sections on the shoulders and short, raglan sleeves."
633973,Short skirt in jersey made from a soft modal blend with an elasticated waist and studs at the hem.
633977,"Short, V-neck dress in stretch jersey with a wrapover front with ties at one side, and long sleeves."
633978,Sleeveless body in cotton jersey with metal studs at the top and press-studs at the crotch.
633982,Short fitted skirt in lace with concealed elastication at the waist and a scallop-edge hem. Lined.
633983,"Short, fitted dress in lace with a scallop-edge V-neck front and back, a concealed zip at the back, long sleeves and raw scalloped edges at the cuffs and hem. Partly lined."
633984,"Short top in lace with a round neck, long sleeves and scalloped edges at the cuffs and hem. Partly lined."
633992,Velour cap with an embroidered motif on the front and an adjustable strap with a metal fastener at the back.
634068,"Short skirt in a stretch weave with a checked pattern, small slits at the front and a concealed zip at the back. Unlined."
634379,Short jersey dress in jacquard-knit jersey with short sleeves and a visible zip at the back. Unlined.
634393,"Shaping. 5-pocket jeans in washed denim with technical stretch that holds in and shapes the tummy, thighs and seat while keeping the jeans in shape. Regular waist and skinny legs with patches."
634404,"Bag in braided paper straw with two handles, a magnetic fastener at the top and two inner compartments. Lined. Size approx. 12x23x40 cm."
634704,Slides with a faux fur strap and moulded rubber soles.
634754,"Fitted,off-the-shoulder mesh top with decorative gathers at the front and long sleeves. Jersey lining front and back."
634775,Long-sleeved jersey top with a deep V-neck at the back with ties at the hem.
634779,Top in lightweight sweatshirt fabric with low dropped shoulders and long flounced sleeves. Ribbing around the neckline and cuffs and a straight-cut hem.
634834,"Long trenchcoat in woven fabric with a small stand-up collar, draped lapels at the front and a loose yoke at the back. Long sleeves with sewn-in turn-ups, a detachable tie belt at the waist, side pockets and no buttons. Unlined."
634852,"Bomber jacket in patterned satin with a small, ribbed stand-up collar, zip down the front and side pockets. Long raglan sleeves with elasticated cuffs and an elasticated hem. Chiffon lining."
635071,"Trenchcoat woven in a soft viscose blend with notch lapels and a loose yoke at the back. Detachable tie belt at the waist, side pockets and no buttons. Unlined."
635084,Straight-cut top in soft cotton jersey with long sleeves and ribbing around the neckline.
635146,Cap in cotton twill with an adjustable metal fastener at the back.
635168,"Backpack in grained imitation leather with an imitation suede front. Handle and zip at the top, narrow, adjustable shoulder straps,a zipped outer compartment and a zipped inner compartment. Lined. Size 11x22x31 cm."
635187,"Round-necked blouse in a crinkled weave with lace details. Opening at the front with braided ties, frill trims and inset hemstitching down the front and back and a seam at the hem with a wide flounce. Long, wide sleeves with a frilled, hemstitched seam and buttoned cuffs. Unlined."
635190,Small shoulder bag with a flap and magnetic fastener. Lined. Size approx. 7.5x15x18.5 cm.
635222,Sleeveless maxi dress in soft jersey with an open chest pocket and rounded hem. Slightly longer at the back. Unlined.
635392,Ankle boots with pointed toes and elastic gores in the sides. Fabric linings and insoles and rubber soles. Heel approx. 5 cm.
635467,"Jumper in a soft, fine-knit viscose blend with lace sections at the front and on the sleeves, and ribbing around the neckline, cuffs and hem."
635469,"Jumper in a soft, fine cotton knit with long, open raglan sleeves with press-studs along the top and ribbing around the neckline, cuffs and hem."
635473,"Short jumper knitted in a soft cotton blend with low dropped shoulders, long, wide sleeves and ribbing around the neckline."
635504,Waist bag with a zip at the front and an adjustable waist strap with a plastic buckle. Size 7x16x30 cm.
635507,Loose-knit hooded jumper in a slightly shorter style with low dropped shoulders and ribbing at the cuffs and hem.
635537,"Hobo bag in grained imitation leather with a zip, detachable handle and detachable, adjustable shoulder strap at the top. One zipped inner compartment. Lined. Size 15x31.5x35 cm."
635561,Felted wool beret.
635665,Round metal earrings with fabric tassels. Length 9 cm.
635772,"Travel pillow with a removable cover in glossy, patterned jersey with a concealed zip at the top. Hanger at the top and fastening at the front, both with a press-stud. Polyester padding. Size 31x36 cm."
635773,Passport cover in embossed imitation leather with an embroidered motif and three card compartments inside. Size 10x15 cm.
635837,"Short top in sweatshirt fabric with a stand-up collar and zip down the front. Dropped shoulders, long sleeves with contrasting colour panels down the sides, and ribbing at the cuffs and hem. Soft brushed inside."
635844,Short jersey top with long sleeves and a tie at the hem.
635957,"Lace-trimmed jumper in a soft, fine knit with a V-neck front and back, dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
635963,"Wide, cold shoulder top in a soft rib-knit viscose blend with short raglan sleeves with a tie detail."
636093,"Jumper in a soft, fine knit with inset lace sections at the back and wide lace trims at the cuffs."
636094,Short jumper in a chunky-knit cotton blend with braided details at the top and raglan sleeves.
636095,"Jumper in a soft, fine knit with a V-neck at the back and ties at the back of the neck. Long sleeves with lace-trimmed, asymmetric cuffs, slits in the sides and a lace trim at the hem."
636096,"Jumper in a soft, chunky knit with cable-knit sections on the front and sleeves, and ribbing around the neckline, cuffs and hem."
636099,"Shorter top in a cotton weave with broderie anglaise, a frill trim at the top and wide shoulder straps. Lacing at the front and a frill trim at the hem. Lined."
636112,"Relaxed-fit jumper in a cotton knit with hard-worn details. V-neck, dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
636148,"Short-sleeved dress in a crêpe weave with a rubber print, scalloped edges around the sleeves and hem, and a concealed zip at the back. Unlined."
636193,"Jacket in soft faux fur with notch lapels, a concealed press-stud at the front and patch front pockets. Lined."
636323,"Ankle-length jeans in washed, stretch denim with a high waist, zip fly and button, back pockets and skinny legs."
636341,"Cropped top in lightweight sweatshirt fabric with a lined hood and V-neck with lacing. Low dropped shoulders, long, wide sleeves with ribbed cuffs, ribbed sections at the sides and a cut-off, raw-edge hem."
636394,"Padded parka in cotton twill with a zip and wind flap with press-studs down the front and a pile-lined hood with a detachable faux fur trim. Welt chest pocket with a concealed press stud and diagonal front flap pockets with a press-stud. Long sleeves with elastication and a hook and loop fastening at the cuffs, a yoke at the back and a decorative drawstring at the hem. . Pile lining at the top and a lightly padded, quilted lining in the lower section and sleeves."
636437,"Short, sleeveless dress in airy chiffon with elastication and a frill trim at the top, narrow shoulder straps and an elasticated seam at the waist. Jersey lining."
636452,"Playsuit in woven fabric in a narrow cut at the top with short shoulder straps, an opening down the back and button at the back of the neck. Pompoms around the armholes, an elasticated seam at the waist and short, wide legs."
636461,"Sleeveless playsuit in a stretch, patterned viscose weave with an opening and button at the back of the neck, an elasticated seam at the waist and short legs."
636469,"Short, high-waisted twill shorts in a cotton blend with a concealed zip in one side and fake front pockets with decorative metal buttons."
636571,"Blouse in a crêpe weave with a V-neck, lacing at the front and long sleeves with slits and a drawstring at the cuffs. Rounded and slightly longer at the back."
636704,"Short, 5-pocket, low-rise shorts in washed denim with hard-worn details in a slightly looser fit with a zip fly and button and sewn-in turn-ups at the hems."
636722,"Shirt in soft washed Tencel™ lyocell denim with a collar, buttons down the front, long sleeves with buttoned cuffs, and a rounded hem."
636762,"Slim-fit jeans in washed stretch twill with a regular waist, zip fly and button, front and back pockets and gently flared legs."
636784,"Pull-on trousers in a softly draping weave with an elasticated waist, side pockets and straight, wide legs."
636785,"Short shorts in a soft, patterned viscose weave with an elasticated waist."
636862,Hat in braided paper straw with a grosgrain band. Width of brim 9 cm.
637028,"Top in sweatshirt fabric with a print motif on the front, dropped shoulders and long sleeves with visible seams. Ribbing around the neckline and cuffs and a cut-off hem. Slightly longer at the back."
637031,"Sunglasses with plastic frames and UV-protective, tinted lenses."
637124,Strapless playsuit in a viscose weave with elastication and a narrow frill trim at the top. Elasticated seam at the waist and short legs.
637141,"Ankle-length, off-the-shoulder dress in soft viscose jersey with elastication and a second layer of fabric at the top with short sleeves. Elasticated seam at the at the waist and a long slit at the hem."
637194,"Short, off-the-shoulder dress in soft Tencel™ lyocell denim. Wide, elasticated flounce at the top with embroidery on the front. Unlined."
637223,Short T-shirt in soft viscose with a print motif on the front and tie detail at the hem.
637251,"Short wrap dress in sturdy, patterned jersey with a V-neck, short cap sleeves, seam and ties at the waist, and an asymmetric skirt with a flounce at the hem."
637253,"Ankle-length jumpsuit in an airy, patterned viscose weave with a V-neck front and back, sewn-in wrapover at the front and frill-trimmed neckline. Narrow, adjustable shoulder straps, a concealed zip at the back, a seam at the waist and straight legs."
637374,"Satin espadrilles with a small platform, braided jute trim around the soles and a loop at the back. Fabric linings and insoles and rubber soles. Platform 3 cm."
637451,"Ankle-length trousers in sweatshirt fabric with an elasticated drawstring waist and straight, wide legs with stripes down the sides and creases."
637499,"Trousers in soft viscose jersey with an elasticated waist, side pockets and wide, tapered legs with elasticated hems."
637539,"Satin loafers with a grosgrain trim around the top, imitation leather linings and insoles and rubber soles."
637601,"Dungarees in washed denim with hard-worn details and adjustable straps with a metal fastener. Chest pocket, side and back pockets, buttons at the sides and wide, straight legs."
638019,"Short, cold shoulder dress in jersey with a washed look. Short sleeves and an opening front and back with a fastener at the back of the neck. Unlined."
638039,Short wrap dress in soft jersey made from a cotton and viscose blend with a V-neck and ties at one side. Short sleeves with sewn-in turn-ups and an asymmetric hem. Unlined.
638189,"Padded parka in woven fabric with a stand-up collar and pile-lined hood with a zip at the top. Zip down the front,flap side pockets with a press-stud, a zipped chest pocket, a zipped sleeve pocket and inner ribbing at the cuffs. Lined."
638276,Transparent plastic make-up bag with a metallic finish and zip at the top that continues halfway down each end. Unlined. Size approx. 8.5x10x18 cm.
638358,Ballet pump-style espadrilles in satin with a decorative bow at the front and braided jute trim around the soles. Canvas linings and insoles and fluted rubber soles.
638383,"Short dungaree dress with adjustable straps with metal fasteners, an open chest pocket and buttons at the sides."
638602,"Shorts in Tencel™ lyocell chambray with an elasticated waist, side pockets and frill trim at the hems."
638622,Off-the-shoulder top in slub cotton jersey with a wide elasticated top edge and 3/4-length sleeves with elasticated cuffs. Lace panels at the front and down the sleeves. Unlined.
638736,"Knee-length, wrapover skirt in imitation leather with a high waist, tab with a metal buckle at the side and an asymmetric hem. Lined."
638849,"Short cold shoulder dress in lace with narrow, adjustable shoulder straps, long, wide sleeves with scalloped trims, and a scalloped hem. Partly lined in jersey."
638896,Long skirt in an airy weave with an elasticated waist and high slits in the sides. Short underskirt.
638900,"Short, off-the-shoulder blouse in airy, patterned chiffon with smocking and elastication at the top. 3/4-length sleeves with a flounce, and a smocked hem."
638909,"Short top in soft Tencel™ lyocell twill with a wide, elasticated neckline, short raglan sleeves with a frill trim, and elasticated hem."
638914,"Short, one-shoulder blouse in airy, patterned chiffon with elastication and two flounces at the top and an elasticated hem. Unlined."
638921,"Short, off-the-shoulder top in a patterned crêpe weave with short flounced sleeves and elastication at the top and hem."
638924,"Short blouse in a patterned viscose weave with a V-neck, a drawstring and twisted ties at the front and long, flared sleeves with lace trims."
638948,"Blouse in woven fabric with a V-neck and button placket. Flap chest pockets, long sleeves with a tab and button and a rounded hem with slits in the sides. Slightly longer at the back."
639046,"Short dress in a viscose weave with appliqués on the front, a V-neck, narrow, adjustable shoulder straps and a concealed zip in one side."
639054,"Blouse in a viscose weave with a V-neck and button placket. Flap chest pockets, long sleeves with a tab and button and a rounded hem with slits in the sides. Slightly longer at the back."
639091,"Blouse in an airy weave with a V-neck, button placket and chest pockets with small, decorative metal studs at the top. Long sleeves with a button at the cuffs, and a rounded hem. Slightly longer at the back."
639496,Long-sleeved blouse in woven fabric with a sheen. V-neck with a wrapover front and an opening with ties at the back.
639511,"Short dress in a lustrous weave with a V-neck and wrapover at the top with a concealed press-stud. Opening at the back with a concealed button at the back of the neck, long cuffed sleeves with a slit running down, and a seam at the waist. Unlined."
639552,"Short 5-pocket skirt in washed denim with hard-worn details, a zip fly and frayed hem."
639727,Short top in ribbed jersey containing glittery threads with long sleeves and flounces down the front that continue over the back of the shoulders.
639746,"Short dress in soft, patterned viscose jersey with narrow shoulder straps and decorative crossover straps at the back. Unlined."
639751,"Sleeveless playsuit in a patterned viscose weave with narrow shoulder straps, a concealed zip in one side, seam at the waist and short legs."
639766,"Top in viscose jersey with a V-neck, narrow adjustable shoulder straps and a raw-edge, asymmetric hem."
639769,"Maxi dress in woven fabric with a V-neck front and back and narrow shoulder straps. Elasticated seam at the waist and a straight-cut, softly draping skirt with high slits in the sides. Partly lined."
639778,"Short, straight T-shirt dress in soft printed cotton jersey with short sleeves."
639833,Short jersey dress with short sleeves and a bell-shaped skirt.
639845,"Short, fitted dress in stretch jersey with short sleeves."
640020,"5-pocket ankle-length jeans in washed stretch denim with hard-worn details, a regular waist, zip fly and button and tapered legs with cut-off, raw-edge hems."
640021,"5-pocket, ankle-length jeans in washed denim with hard-worn details. Extra-high waist, a button fly and gently tapered legs with raw-edge hems."
640052,"Small imitation leather shoulder bag with a narrow, adjustable shoulder strap and flap with a metal decoration and magnetic fastening. Lined. Size 16x23 cm."
640124,"Slightly shorter, wide jumper knitted in a soft cotton blend with dropped shoulders and wide ribbing around the neckline, cuffs and hem."
640131,"Jumper in a soft, fine-knit cotton blend with dropped shoulders, long, embroidered sleeves, and ribbing around the neckline, cuffs and hem."
640134,"Cardigan in a soft rib knit with hole-knit sections at the front. V-neck, buttons down the front, dropped shoulders and long sleeves."
640153,"Playsuit in woven fabric with decorative lace trims and a wrapover front with a concealed press-stud. Narrow, adjustable shoulder straps that cross at the back, smocking at the back, an elasticated seam at the waist and short legs. Unlined."
640154,Short cold shoulder dress in a crêpe weave with narrow adjustable shoulder straps and 3/4-length sleeves. Smocking at the waist and flounces at the cuffs and hem.
640156,"V-neck playsuit in a viscose weave with lace details, a wrapover front with a concealed press-stud at the neckline and 3/4-length trumpet sleeves. Elasticated seam at the waist and short legs with wrapover sides. Unlined."
640157,"Short cold shoulder dress in airy, patterned chiffon with a flounce at the top and narrow, adjustable shoulder straps. Short flounced sleeves that are elasticated at the top and a concealed zip at the back. Lined."
640158,"Off-the-shoulder playsuit in airy, patterned chiffon with a flounce at the top, an elasticated seam at the waist and short legs. Lined."
640164,"Jacket in washed denim with a collar, buttons down the front, flap chest pockets with a button and side pockets. Buttons at the cuffs and an adjustable tab at the sides of the hem."
640174,"Jumper in a soft rib knit with a deep V-neck with lacing at the front. Low dropped shoulders, long sleeves and ribbing at the cuffs and hem."
640176,"Long cardigan in a soft knit with dropped shoulders, long sleeves and ribbing around the opening, cuffs and hem."
640182,"Short, off-the-shoulder dress in a woven cotton blend with embroidery. Elastication and a short frill trim at the top and 3/4-length, elasticated sleeves with a wide flounce. Unlined."
640184,"Short dress in an airy, patterned viscose weave with an opening and ties at the front that form a V-neck when tied. Short sleeves with a flounced trim over the shoulders, and a flounced seam at the waist. Unlined."
640192,"Short-sleeved top in a patterned, viscose weave with an opening and button at the back of the neck."
640193,"Cold shoulder blouse in a viscose crêpe weave with narrow adjustable shoulder straps, a wide lace trim at the top and 3/4-length trumpet sleeves."
640202,"Smocked, off-the-shoulder top in a patterned viscose weave with an elasticated flounce at the top, short flounced sleeves and a flounced hem."
640203,"Top in a crêpe weave with a scalloped edge and broderie anglaise at the top and narrow, adjustable shoulder straps."
640237,Short skirt in washed denim with embroidery. Zip at the back.
640241,"Calf-length, pleated skirt in a patterned weave with a concealed zip in one side. Unlined."
640244,Short 5-pocket skirt in cotton corduroy with a zip fly and button.
